,targets,scaled_predictions,pct_change_targets,pct_change_scaled_predictions
0,3298.0169678,3175.417,,
1,3256.9169678,3212.741,-0.012462034125742205,0.011754036
2,3225.3979736,3217.5725,-0.009677555341943589,0.0015038252
3,3203.9649902,3221.2942,-0.006645066306678937,0.0011566877
4,3195.4189941,3223.3933,-0.0026673188146998372,0.000651598
5,3199.9139892000003,3224.5864,0.0014066997499544431,0.00037014484
6,3203.1749999999997,3225.4414,0.001019093266570792,0.00026512146
7,3213.2310059,3159.827,0.0031393869832276877,-0.020342827
8,3197.2979980999994,3158.6948,-0.00495856282064544,-0.00035828352
9,3156.6530030000004,3155.8901,-0.012712294920320999,-0.0008879304
10,3111.9449951,3151.1921,-0.014163104990479125,-0.001488626
11,3107.7540038000006,3144.2305,-0.001346743373227488,-0.0022092462
12,3131.196997,3138.0203,0.007543387659169509,-0.001975119
13,3167.996997,3134.1782,0.011752693949073967,-0.001224339
14,3205.1249999000006,3130.2686,0.01171970899440855,-0.001247406
15,3212.8850097000004,3128.5195,0.0024211254788009118,-0.00055873394
16,3193.3419921,3191.7966,-0.006082700607397462,0.020225883
17,3153.9669921,3127.3347,-0.012330342348990442,-0.02019614
18,3121.2779785,3126.214,-0.010364412082269459,-0.00035834312
19,3102.705957,3189.3733,-0.005950133768260146,0.020203114
20,3121.80896,3126.0796,0.0061568847530979465,-0.019845188
21,3127.4039796,3190.1416,0.0017922363833564603,0.020492792
22,3121.8029785999997,3191.224,-0.001790942595371603,0.00033938885
23,3122.1859864000003,3192.445,0.00012268801158366038,0.0003825426
24,3121.1679933000005,3193.9038,-0.0003260513961801381,0.0004569292
25,3110.7679933000004,3195.0266,-0.003332085944212304,0.0003515482
26,3120.0839844999996,3195.383,0.002994756028114054,0.000111579895
27,3140.1159912999997,3131.3408,0.0064203421765296476,-0.020042121
28,3152.4159913000003,3194.6348,0.003917052756674977,0.020213008
29,3172.5079835,3194.669,0.006373521849733388,1.0728836e-05
30,3190.9829835000005,3196.1484,0.005823468402944121,0.0004631281
31,3198.1519777000008,3196.9849,0.0022466413130592944,0.0002616644
32,3193.2249757999994,3197.6155,-0.00154057778815897,0.00019729137
33,3190.0759767000004,3199.1155,-0.0009861500908528997,0.00046908855
34,3179.8779787,3200.606,-0.0031967884384214162,0.0004658699
35,3165.5949709,3201.5452,-0.004491684239355309,0.00029349327
36,3146.4099855,3201.9946,-0.006060467487584376,0.00014042854
37,3129.8619874,3138.1995,-0.005259326717198309,-0.019923568
38,3129.2639894,3136.7344,-0.0001910620987147782,-0.00046688318
39,3130.7479981,3135.8457,0.0004742357004801079,-0.00028330088
40,3145.5729980999995,3134.9377,0.0047352900996811,-0.00028955936
41,3172.2139893,3133.652,0.00846936034105461,-0.00041007996
42,3195.1669923,3133.5837,0.007235641440779705,-2.18153e-05
43,3202.8169923000005,3133.3342,0.0023942410579591566,-7.9631805e-05
44,3211.126001100001,3197.3352,0.0025942814778292522,0.020425797
45,3209.4879884,3133.1729,-0.0005101053958765922,-0.020067453
46,3198.1369873999997,3197.034,-0.0035367015053573425,0.020382285
47,3203.7039795,3198.5244,0.0017406984509835688,0.00046622753
48,3227.5939697,3200.3455,0.007456990518745821,0.00056934357
49,3249.8429688,3203.2908,0.006893369893756551,0.0009202957
50,3262.8249756000005,3203.9465,0.003994656641761907,0.00020468235
51,3267.3269776,3205.7427,0.0013797865449929336,0.0005606413
52,3258.5019777000007,3209.0432,-0.0027009846154062433,0.0010296106
53,3228.1819826,3212.3792,-0.009304887739059131,0.001039505
54,3202.0789796,3214.016,-0.008085976298949693,0.0005096197
55,3182.9509767,3216.1836,-0.005973619958115295,0.00067436695
56,3167.9869630000003,3216.4966,-0.004701301970888028,9.727478e-05
57,3151.9569580999996,3217.0273,-0.005059997117166426,0.00016498566
58,3150.2929688,3217.14,-0.0005279225960632683,3.4928322e-05
59,3143.7979737,3153.1443,-0.0020617114548789894,-0.019892097
60,3134.2859864,3152.5103,-0.003025635673657767,-0.00020110607
61,3131.7479981,3151.3867,-0.0008097500709930427,-0.00035637617
62,3154.4140137000004,3150.0427,0.007237496635665197,-0.00042647123
63,3187.0230225,3148.1248,0.010337580500966226,-0.00060886145
64,3217.6709961,3147.4692,0.009616489552673135,-0.00020819902
65,3254.6029785,3146.2256,0.011477861610078799,-0.0003951192
66,3292.589990200001,3209.9531,0.011671780536963938,0.020255208
67,3302.4699951,3213.123,0.003000678775494592,0.0009875298
68,3291.6949707,3216.623,-0.003262716819830924,0.0010893345
69,3273.3419922000003,3221.1199,-0.005575540462698703,0.0013979673
70,3271.1670165999994,3224.371,-0.0006644510733017084,0.001009345
71,3287.9669922000003,3228.881,0.005135774332141185,0.0013986826
72,3306.8689941,3233.221,0.005748841744713573,0.0013440847
73,3316.3070068000006,3238.2773,0.002854063078047586,0.0015639067
74,3342.1239990000004,3241.5906,0.007784861940424381,0.0010231733
75,3350.4949951000003,3245.5645,0.0025046934531767207,0.0012259483
76,3335.1920166000004,3252.3796,-0.004567378408975364,0.0020998716
77,3318.125,3259.1902,-0.005117251575037951,0.0020940304
78,3309.6560059,3265.969,-0.0025523432962893944,0.0020799637
79,3293.0410157,3273.0852,-0.005020156224810335,0.0021789074
80,3282.3300293999996,3278.7478,-0.0032526124785371424,0.0017300844
81,3276.7870118,3284.198,-0.0016887447485020024,0.0016622543
82,3280.7860107999995,3288.8274,0.0012204024813327052,0.0014096498
83,3284.7050049,3292.7415,0.0011945290205150894,0.0011900663
84,3273.8070068,3295.6428,-0.0033178011674541708,0.00088119507
85,3247.4510009,3298.076,-0.008050567991716107,0.00073826313
86,3219.070996,3298.5496,-0.008739163390651616,0.0001436472
87,3180.4790039,3232.9666,-0.011988549537414461,-0.019882381
88,3138.4679931,3230.288,-0.013209020008773775,-0.00082850456
89,3122.7649901999994,3226.954,-0.005003397496652573,-0.001032114
90,3117.9959961,3221.6104,-0.0015271703490226107,-0.0016559958
91,3098.6130127,3215.915,-0.006216487585052777,-0.0017678738
92,3076.3669922,3210.585,-0.007179347794907698,-0.0016574264
93,3049.453003,3204.6921,-0.008748627607902182,-0.0018354654
94,3026.2880128000006,3197.2053,-0.007596441124755882,-0.002336204
95,3010.8349854,3187.9934,-0.005106264616798084,-0.002881229
96,3015.2079834999995,3178.357,0.0014524203821215664,-0.0030227304
97,3036.3229980999995,3169.5874,0.007002838515799414,-0.0027591586
98,3061.7709961000005,3161.5288,0.008381189358288132,-0.0025424957
99,3071.6139892000006,3155.053,0.003214803821885326,-0.0020483136
100,3082.4800048,3149.4663,0.003537558963530252,-0.0017707348
101,3092.1560058,3144.892,0.0031390312297021605,-0.0014523864
102,3084.847998,3140.6929,-0.0023634020360848718,-0.0013352633
103,3079.7919922,3137.0488,-0.001638980527817968,-0.001160264
104,3087.0219971,3133.238,0.002347562730960817,-0.0012147427
105,3096.830005,3129.577,0.0031771746068585127,-0.0011684895
106,3097.0489991,3125.8235,7.071557032412024e-05,-0.0011993647
107,3097.578003,3123.5137,0.00017080901857013941,-0.0007389188
108,3093.4520019999995,3120.8706,-0.001332008748772262,-0.00084620714
109,3086.758984400001,3118.904,-0.0021636080326028484,-0.0006301403
110,3067.1739746000003,3116.508,-0.006344845807197852,-0.00076824427
111,3060.8109863,3113.752,-0.0020745443045271372,-0.0008843541
112,3073.9179931,3111.0176,0.004282200651613666,-0.00087815523
113,3108.371997,3108.6853,0.011208498072277528,-0.0007497072
114,3142.8370117000004,3106.7568,0.011087802468064734,-0.00062036514
115,3184.8630126,3106.1333,0.013371995029824113,-0.00020068884
116,3228.3300048,3169.4795,0.013647994286735576,0.020393848
117,3266.6409911,3172.3606,0.011867122085734039,0.00090897083
118,3301.5399901,3176.4043,0.010683451011324063,0.0012747049
119,3337.8679686000005,3182.4163,0.011003343472722804,0.0018926859
120,3358.154956,3188.9927,0.006077828000041752,0.002066493
121,3371.404956,3197.4817,0.003945619000197187,0.0026619434
122,3381.5339844,3206.8267,0.0030043938750146104,0.0029226542
123,3386.5239747,3216.9321,0.0014756587758750772,0.0031511784
124,3373.6599854,3227.3953,-0.0037985820847878937,0.0032525063
125,3367.3140137,3237.7727,-0.001881034759715905,0.0032154322
126,3359.8460205,3248.3704,-0.0022177893625650036,0.0032731295
127,3351.9570068000003,3258.6963,-0.0023480283476877695,0.003178835
128,3348.2870116,3268.8564,-0.001094881346197174,0.0031177998
129,3364.1890136,3278.153,0.00474929477219499,0.002843976
130,3389.0099853,3286.724,0.00737799558813701,0.0026146173
131,3416.5229736,3294.0242,0.008118296617401155,0.0022211075
132,3449.8229736000003,3302.1094,0.009746751377735396,0.0024545193
133,3459.8189697000003,3309.9531,0.0028975388524266066,0.0023753643
134,3438.028955,3315.6584,-0.0062980216279608925,0.0017236471
135,3408.4469725000004,3321.25,-0.008604343618740629,0.0016864538
136,3369.6619627,3326.8708,-0.011379085581476045,0.0016924143
137,3330.0079588,3331.657,-0.01176794715284335,0.0014386177
138,3291.3729735,3336.3281,-0.01160206995839197,0.0014020205
139,3263.8989989000006,3339.059,-0.008347268699476551,0.0008186102
140,3236.096997,3340.286,-0.008518033771685474,0.00036740303
141,3213.6210205,3273.2026,-0.006945396420699357,-0.02008307
142,3192.8110351000005,3271.8333,-0.0064755567838431505,-0.000418365
143,3198.2450439,3269.1423,0.0017019512712344032,-0.0008224249
144,3215.9450439,3267.048,0.005534285133579564,-0.0006406307
145,3223.71604,3265.0203,0.0024163958008982522,-0.00062066317
146,3239.6180176000003,3262.8528,0.00493280965280074,-0.00066387653
147,3243.802002,3261.7139,0.0012915054729505382,-0.0003490448
148,3237.9129883,3261.0369,-0.0018154664484357763,-0.00020754337
149,3233.0339843999996,3260.568,-0.0015068360137009407,-0.0001437664
150,3246.5829834000006,3259.2476,0.004190800055111632,-0.00040501356
151,3246.0370116,3325.429,-0.0001681681333242091,0.020305753
152,3247.4360106,3259.5374,0.0004309867678651269,-0.019814491
153,3246.5950194,3326.0398,-0.0002589708302964677,0.020402431
154,3241.5370116,3326.5767,-0.0015579423272000792,0.00016140938
155,3225.9600096000004,3327.159,-0.004805437033190252,0.00017499924
156,3218.9010009,3327.2615,-0.002188188532713964,3.0875206e-05
157,3210.1520019,3327.3137,-0.002718008102005509,1.5735626e-05
158,3213.9020019,3260.8374,0.0011681689832072628,-0.019979
159,3226.4300048000005,3260.2148,0.0038980662424037416,-0.00019091368
160,3249.797998,3259.7722,0.007242677871590164,-0.00013577938
161,3277.8199949999994,3259.0112,0.008622688861659844,-0.0002334714
162,3311.8499999,3325.445,0.010381901676086658,0.02038467
163,3338.1060057,3326.2969,0.007927897036638987,0.00025618076
164,3359.9660155,3328.493,0.006548626605228591,0.00066018105
165,3386.5710204,3331.7212,0.007918236308720905,0.0009698868
166,3414.6390136,3335.9233,0.008288027338249737,0.0012612343
167,3434.1890136,3339.686,0.005725348981879375,0.0011279583
168,3456.1660156,3343.265,0.006399473620399609,0.0010715723
169,3477.8979980000004,3347.197,0.006287887301104522,0.0011761189
170,3483.6490234,3352.9458,0.0016535923144689324,0.0017174482
171,3471.4780273,3358.8884,-0.0034937492319823127,0.0017724037
172,3466.0290283,3364.9824,-0.001569648131760859,0.0018142462
173,3455.9480224,3370.172,-0.0029085174468214126,0.0015422106
174,3446.1880371,3375.1196,-0.0028241122947276764,0.0014680624
175,3437.2590088000006,3381.1387,-0.002590986969914,0.001783371
176,3446.2229981,3387.0627,0.00260788880821905,0.0017521381
177,3481.5199951000004,3392.8074,0.010242226640429397,0.0016961098
178,3534.9249756,3399.2715,0.015339558748811877,0.0019052029
179,3582.3759765,3405.8982,0.013423481750682864,0.0019494295
180,3639.8739745,3411.0017,0.016050241062685933,0.0014984608
181,3690.417993,3418.4011,0.01388620014157027,0.0021692514
182,3713.4100095999997,3427.313,0.006230193068538892,0.002606988
183,3709.9480223,3438.1733,-0.0009322933075124329,0.0031688213
184,3703.468994,3450.1619,-0.0017463932812685767,0.0034868717
185,3680.9810058000003,3461.318,-0.006072141615450888,0.003233552
186,3640.5099853,3472.398,-0.010994628995974476,0.0032010078
187,3607.0699707,3482.5168,-0.009185530251263563,0.002914071
188,3582.2299561,3490.8853,-0.006886479830381376,0.0024030209
189,3572.8269777,3498.235,-0.0026248952510679047,0.0021054745
190,3579.9899902999996,3505.0413,0.0020048585181169365,0.0019456148
191,3610.9860108,3511.8896,0.008658130493097493,0.0019538403
192,3628.4510009999995,3518.1245,0.004836626380651632,0.001775384
193,3641.3840088,3524.837,0.003564333043614587,0.0019079447
194,3640.9510009000005,3531.1973,-0.00011891300092303769,0.001804471
195,3579.6479735999997,3536.4727,-0.016837092090733252,0.0014939308
196,3511.3069580000006,3541.044,-0.019091546460438535,0.0012925863
197,3451.9189698,3542.0522,-0.01691335702357033,0.000284791
198,3399.4209718,3467.947,-0.015208351777458273,-0.020921528
199,3350.6169679,3466.1812,-0.014356563751549256,-0.0005092025
200,3353.5089845,3462.0278,0.0008631295751519996,-0.0011982322
201,3354.2569826,3458.2488,0.00022304938005435204,-0.0010915995
202,3352.4799805999996,3453.6326,-0.0005297751511641469,-0.001334846
203,3340.5849854000003,3448.3206,-0.003548118189767857,-0.0015380979
204,3326.0109864,3442.7617,-0.004362708646448388,-0.0016120672
205,3314.5139893,3436.4988,-0.003456692460431121,-0.0018191338
206,3297.2869873000004,3429.4614,-0.005197444347983526,-0.0020478368
207,3280.6039795000006,3422.4526,-0.00505961654665088,-0.002043724
208,3264.4649903,3415.4482,-0.004919517656154393,-0.002046585
209,3247.5929932,3407.5244,-0.005168380469735001,-0.0023199916
210,3227.0429932999996,3399.3953,-0.006327763344430526,-0.002385676
